Movie_Id,Title,Date_Published,Date_of_published,Duration,Country,Languages,Production_Company,Genre,Director,Worldwide_Gross_Income,Average_Rating
208,Fuzz,29-06-1920,29-06-1920,289,Philippines,English,Wordtune,Action,Sophronia Averay,Peso,9.9
209,Last Resort,22-04-1922,22-04-1922,84,Norway,Chinese,Yodel,Action,Virginie Proudlove,Krone,9.6
210,Kicked in the Head,11-02-1957,02-11-1957,116,Thailand,Chinese,Cogibox,Drama,Elsworth Bruins,Baht,4.1
211,Deceptive Practice: The Mysteries and Mentors of Ricky Jay,20-09-1993,20-09-1993,157,Indonesia,German,Devcast,Action,Hope Leatherland,Rupiah,2.3
212,Bean,30-11-1940,30-11-1940,188,China,German,Eidel,Romance,Bourke MacGill,Yuan Renminbi,5.6
213,Cabin in the Sky,15-02-1969,15-02-1969,79,China,German,Roodel,Horror,Edik Trencher,Yuan Renminbi,2.1
214,Big Shot's Funeral (Da Wan),01-08-1937,08-01-1937,260,Ukraine,Spanish,Edgeify,Romance,Ellerey Muckart,Hryvnia,4.6
215,Daddy's Dyin'... Who's Got the Will?,17-02-1925,17-02-1925,179,Brazil,French,Vitz,Action,Courtney Follitt,Real,1.9
216,Joe,14-03-1993,14-03-1993,105,China,Chinese,Realfire,Drama,Del Ladbrook,Yuan Renminbi,6.7
217,Al Capone,30-05-1987,30-05-1987,116,Argentina,English,Jatri,Drama,Jocelin Till,Peso,6.1
218,"Last Lovecraft: Relic of Cthulhu, The",05-11-1926,11-05-1926,156,Indonesia,Spanish,Edgepulse,Drama,Oliy Mackleden,Rupiah,4.9
219,"Milky Way, The",27-03-1906,27-03-1906,7,Philippines,German,Wikizz,Drama,Gale Marusik,Peso,5.2
220,Coogan's Bluff,22-07-1941,22-07-1941,99,Brazil,English,Oyonder,Comedy,Erinn McVity,Real,5.3
221,The Little Kidnappers,24-11-1957,24-11-1957,279,Indonesia,Spanish,Twiyo,Romance,Constantin Rounds,Rupiah,8.2
222,Russell Peters: The Green Card Tour - Live from the O2 Arena,25-09-2007,25-09-2007,33,Peru,French,Fliptune,Romance,Sophie Bumphrey,Sol,8.1
223,Flirting,20-07-1954,20-07-1954,38,Indonesia,German,Kamba,Romance,Angelika Hamlington,Rupiah,1.9
224,"Girasoli, I (Sunflower)",11-02-1958,02-11-1958,252,Portugal,Spanish,Babbleset,Drama,Urson O'Skehan,Euro,3.4
225,Queen - Rock Montreal,26-08-1968,26-08-1968,235,France,Spanish,Yacero,Horror,Collen Klimko,Euro,8.3
226,Dragon Hunter,19-05-2005,19-05-2005,191,Laos,German,Photobean,Romance,Aldin Batchelar,Kip,6.7
227,An American Hippie in Israel,14-05-1925,14-05-1925,38,China,Chinese,Jabbercube,Drama,Patin Soreau,Yuan Renminbi,1.7
228,"Hunting Party, The",26-08-1909,26-08-1909,113,China,English,Centimia,Action,Barry Bottom,Yuan Renminbi,7.6
229,Are You Listening?,27-10-1911,27-10-1911,100,Indonesia,English,Zooxo,Action,Gabriel Ormshaw,Rupiah,9.5
230,102 Minutes That Changed America,24-10-2018,24-10-2018,217,Indonesia,Spanish,Babbleopia,Comedy,Camilla Rawstorn,Rupiah,2.2
231,"Moth Diaries, The",21-03-1934,21-03-1934,97,Azerbaijan,Spanish,Divavu,Action,Ailyn Kett,Manat,6.9
232,"Very Natural Thing, A",16-04-2004,16-04-2004,185,Portugal,German,Babbleopia,Drama,Bobina Amburgy,Euro,5.9
233,Ghost World,08-09-1976,09-08-1976,228,Peru,German,Jatri,Romance,Osborn Jephcote,Sol,6.2
234,Pelicanman (Pelikaanimies),08-08-2015,08-08-2015,7,Russia,German,Quaxo,Drama,Perceval Westwell,Ruble,9.2
235,Afstiros katallilo,27-01-1920,27-01-1920,150,Myanmar,Spanish,Reallinks,Drama,Lacey Dillway,Kyat,1.2
236,Obsession,29-01-1925,29-01-1925,122,Indonesia,English,Kwinu,Drama,Georgena Soppett,Rupiah,3.1
237,Fine-Tune,06-01-1922,01-06-1922,125,Poland,Spanish,Oyoloo,Drama,Amelie Benazet,Zloty,3.7
238,"Adventures of Huckleberry Finn, The",28-01-1901,28-01-1901,115,Egypt,English,Wordpedia,Comedy,Malissia Bertwistle,Pound,3.2
239,Dear Pillow,27-03-1951,27-03-1951,93,Brazil,German,Youfeed,Action,Lyon Wicklen,Real,8.9
240,Hollywood Sex Wars,01-02-1981,02-01-1981,268,Uganda,Spanish,Wikibox,Romance,Winifred Steagall,Shilling,2.8
241,Ticked-Off Trannies with Knives,24-04-1922,24-04-1922,203,Ivory Coast,German,Divape,Drama,Sayers Martonfi,Franc,8.7
242,Cold Showers (Douches froides),26-11-1929,26-11-1929,177,Vietnam,French,Thoughtstorm,Drama,Myrle Osbiston,Dong,2
243,Hachiko: A Dog's Story (a.k.a. Hachi: A Dog's Tale),05-02-1922,02-05-1922,186,Palestinian Territory,English,Kayveo,Romance,Reine Jepson,Shekel,9.5
244,Tom Petty and the Heartbreakers: Runnin' Down a Dream,12-11-1920,11-12-1920,176,Brazil,German,Realcube,Comedy,Kassia Lukes,Real,1.1
245,"Ch?õteau, The",06-09-1902,09-06-1902,19,Thailand,French,Avamba,Drama,Shoshanna Raccio,Baht,5
246,Pan,29-06-1959,29-06-1959,287,China,German,Trilia,Horror,Tanny Schanke,Yuan Renminbi,1.6
247,"Half Life of Timofey Berezin, The (PU-239)",12-02-1980,02-12-1980,98,Greece,Spanish,Vipe,Comedy,Roze Grzelczyk,Euro,9.2
248,I'm King Kong!: The Exploits of Merian C. Cooper ,03-08-2006,08-03-2006,71,Guinea,Spanish,Gigazoom,Comedy,Marissa Stark,Franc,9.4
249,"Pretty One, The",30-06-2003,30-06-2003,264,Austria,Spanish,Bubblemix,Action,Harmon Drake,Euro,5.5
250,"Son of the Bride (Hijo de la novia, El)",18-02-1974,18-02-1974,175,Indonesia,German,Topicware,Comedy,Cassandry Albasiny,Rupiah,8.4
251,360,13-02-1946,13-02-1946,115,Russia,German,Yadel,Action,Calli Bazely,Ruble,1.8
252,Beyond All Boundaries,07-01-1981,01-07-1981,1,Malaysia,Spanish,Zoonder,Romance,Christy Fetter,Ringgit,4.3
253,StreetDance 3D,02-03-1913,03-02-1913,229,Sweden,Chinese,Bubblebox,Comedy,Windy Bonafacino,Krona,5
254,Familiar Ground,07-11-2018,11-07-2018,84,Russia,Chinese,Gabtune,Action,Candida Heenan,Ruble,4.3
255,Are All Men Pedophiles,16-08-1911,16-08-1911,252,Brazil,English,Abatz,Horror,Gonzales MacLice,Real,5.1
256,"Getaway, The",16-02-1910,16-02-1910,175,China,Chinese,Voonyx,Comedy,Whitman Gosnay,Yuan Renminbi,3.4
257,"Iceman Cometh, The",03-09-1928,09-03-1928,280,Indonesia,Chinese,Quire,Comedy,Robb Wormald,Rupiah,8.7
258,Centurion,22-04-1984,22-04-1984,214,Philippines,Spanish,Wikizz,Horror,Barbie Peggs,Peso,7
259,Brainstorm,22-10-1916,22-10-1916,238,Canada,Chinese,JumpXS,Action,Elvera Bird,Dollar,3.4
260,J??nssonligan & den svarta diamanten,10-06-1985,06-10-1985,152,China,German,Bubblemix,Drama,Fremont Huntingdon,Yuan Renminbi,7.1
261,"Dirt Bike Kid, The",05-10-1905,10-05-1905,163,China,French,Babbleset,Comedy,Ollie Bessom,Yuan Renminbi,2.4
262,"Rain People, The",24-01-2022,24-01-2022,268,Mongolia,French,Yozio,Action,Rory Baukham,Tugrik,4.8
263,Live Flesh (Carne tr??mula),14-03-1971,14-03-1971,160,France,German,Plambee,Comedy,Alwin Briggs,Euro,8.2
264,"Secrets of Jonathan Sperry, The",08-02-1973,02-08-1973,237,Uzbekistan,English,Topicshots,Horror,Deane Deeble,Som,8.4
265,"Paper Chase, The",08-09-1911,09-08-1911,250,China,French,Linkbridge,Romance,Kim Norvell,Yuan Renminbi,3.4
266,De Dana Dan,14-07-2021,14-07-2021,33,Ivory Coast,Spanish,Yadel,Action,Bertina Hillett,Franc,7.9
267,Stalingrad,03-08-1985,08-03-1985,278,Sweden,English,Pixoboo,Romance,Jackqueline Erricker,Krona,3.8
268,Bill Cunningham New York,04-05-1945,05-04-1945,19,Indonesia,Spanish,Buzzster,Comedy,Archie De Cleyne,Rupiah,4.5
269,Hot to Trot,17-06-1909,17-06-1909,200,China,Chinese,Zoovu,Comedy,Georgeanna Fenkel,Yuan Renminbi,2.1
270,Miss Congeniality,15-11-2007,15-11-2007,72,France,Spanish,Kazu,Action,Betti Blewis,Euro,1.3
271,"Woman Rebels, A (Portrait of a Rebel)",07-06-1981,06-07-1981,250,China,Spanish,Dabvine,Action,Patrice Cannell,Yuan Renminbi,5.7
272,Zakochani,21-07-2022,21-07-2022,57,China,Spanish,Blognation,Romance,Tania Garms,Yuan Renminbi,9.6
273,Smokey and the Bandit,08-10-1999,10-08-1999,14,Cuba,German,Twinte,Action,Denyse Liley,Peso,8.3
274,Shadows (Cienie),06-10-1990,10-06-1990,42,Slovenia,French,Katz,Action,Ettie Tabourin,Euro,8
275,Brimstone and Treacle,03-05-1983,05-03-1983,92,Kazakhstan,French,Kamba,Horror,Stanford Halewood,Tenge,2.9
276,"Taking of Pelham 1 2 3, The",16-05-1968,16-05-1968,109,Albania,German,Mudo,Comedy,Jodi Gostridge,Lek,6.8
277,With Great Power: The Stan Lee Story,16-09-1939,16-09-1939,156,China,French,Twimm,Romance,Gris Kleiner,Yuan Renminbi,4.3
278,"Conclave, The",15-07-1918,15-07-1918,168,China,German,Rooxo,Comedy,Shani Harsent,Yuan Renminbi,1.8
279,"Trial, The (Proc??s, Le)",18-10-1916,18-10-1916,189,Curacao,Chinese,Zoomlounge,Action,Connie Farenden,Guilder,3.6
280,"Price of Forgiveness, The (Ndeysaan)",07-04-1919,04-07-1919,169,Slovenia,French,Trilia,Romance,Adriaens Phelit,Euro,8.8
281,My Sister Eileen,19-09-1957,19-09-1957,96,United States,English,Digitube,Drama,Malynda Emmanueli,Dollar,5.4
282,Love Games,26-11-1963,26-11-1963,65,China,French,Babbleset,Romance,Casi Jewks,Yuan Renminbi,4.7
283,Red Sonja,20-06-1904,20-06-1904,224,Botswana,Chinese,Quinu,Drama,Barry Coope,Pula,4.9
284,Kull the Conqueror,19-09-1973,19-09-1973,116,Mongolia,Spanish,Viva,Romance,Cristi Branson,Tugrik,8.1
285,"Goke, Body Snatcher from Hell (Kyuketsuki Gokemidoro)",27-10-1961,27-10-1961,64,China,Spanish,Mydeo,Horror,Timothee Osgar,Yuan Renminbi,4.9
286,3 Ninjas: High Noon On Mega Mountain,08-11-1984,11-08-1984,261,Portugal,English,Thoughtstorm,Drama,Cobb Wilman,Euro,2.9
287,Bliss,14-02-1944,14-02-1944,292,Germany,English,Quamba,Comedy,Urbano Lepere,Euro,3
288,Who Killed Bambi? (Qui a tu?? Bambi?),21-04-1968,21-04-1968,5,Cambodia,German,Feedspan,Comedy,Grady Bowller,Riels,1.6
289,Judgment Night,07-04-1960,04-07-1960,4,Afghanistan,French,JumpXS,Drama,Andie Mitrovic,Afghani,7.2
290,Chuck & Buck,26-12-1913,26-12-1913,155,Chile,Chinese,Eadel,Romance,Cart Kick,Peso,8.2
291,Just Friends?,08-10-2011,10-08-2011,181,China,Spanish,Zoomlounge,Drama,Yorgo Roke,Yuan Renminbi,1.5
292,Khodorkovsky,15-06-2002,15-06-2002,93,Niger,French,Yambee,Drama,Agnola Juza,Franc,4.5
293,Ship of Fools,06-05-1959,05-06-1959,275,Peru,German,Meetz,Drama,Jourdain Sharpley,Sol,1.1
294,Monster in the Closet,17-06-1948,17-06-1948,60,Philippines,Spanish,Skilith,Romance,Jarad Pascow,Peso,9.6
295,Ladies in Lavender,17-01-1935,17-01-1935,278,China,German,Camido,Action,Rheba Hefferon,Yuan Renminbi,7.6
296,My Mom's New Boyfriend,02-11-1999,11-02-1999,7,China,Chinese,Quatz,Drama,Celle Lapworth,Yuan Renminbi,3.3
297,"Affairs of Anatol, The",15-03-1952,15-03-1952,122,Canada,Chinese,Npath,Comedy,Abbi Meaking,Dollar,2.7
298,Synthetic Pleasures,23-07-2000,23-07-2000,53,Russia,German,Oyonder,Romance,Nial Aiskrigg,Ruble,8.2
299,Goal! III,17-01-1915,17-01-1915,50,Poland,Spanish,Dynabox,Drama,Giuseppe Fitzhenry,Zloty,6.5
300,Evangelion: 1.0 You Are (Not) Alone (Evangerion shin gekij??ban: Jo),01-09-2003,09-01-2003,267,Canada,Chinese,Leexo,Drama,Bell Lovel,Dollar,6
301,Glee: The 3D Concert Movie,08-08-2009,08-08-2009,53,Poland,Chinese,Riffpedia,Comedy,Roddy Viegas,Zloty,1.2
302,Star Wars: Episode V - The Empire Strikes Back,04-08-1942,08-04-1942,109,Afghanistan,Spanish,Vipe,Action,Holli Bremen,Afghani,5.3
303,Highlander: The Source,29-04-1940,29-04-1940,19,Philippines,English,Topicshots,Horror,Jeralee Woodfine,Peso,3.1
304,Play the Game,08-02-1945,02-08-1945,48,Philippines,French,Buzzster,Comedy,Laryssa MacSorley,Peso,9.5
305,The Second Best Exotic Marigold Hotel,10-03-2005,03-10-2005,278,Kenya,German,Blogtags,Romance,Lorinda Fibbings,Shilling,7.8
306,Hercules and the Amazon Women,18-10-1931,18-10-1931,16,Macedonia,French,Lazzy,Romance,Hermann Drohun,Denar,5.7
307,Berlin Calling,22-12-1991,22-12-1991,156,Belarus,French,Aivee,Action,Stace Palmby,Ruble,2.7
308,"Honeymoon Killers, The",30-01-1901,30-01-1901,90,Panama,Spanish,Blogtag,Horror,Rafaello Winspeare,Balboa,8.5
309,Vampire Girl vs. Frankenstein Girl (Ky?Øketsu Sh??jo tai Sh??jo Furanken),25-08-1986,25-08-1986,201,Russia,English,Blognation,Action,Kara-lynn Herculson,Ruble,8.3
310,"Jeanne Dielman, 23 Quai du Commerce, 1080 Bruxelles",05-02-2011,02-05-2011,262,China,Chinese,Tazz,Comedy,Yance Klima,Yuan Renminbi,9.7
311,Glen or Glenda,28-04-2020,28-04-2020,66,China,French,LiveZ,Romance,Belia Pimlett,Yuan Renminbi,5.9
312,Bonnie and Clyde,20-06-1924,20-06-1924,106,Belarus,Spanish,Bluezoom,Action,Sebastien Cantillion,Ruble,5.3
313,S??g att du ??lskar mig,01-02-1986,02-01-1986,227,Japan,English,Voomm,Romance,Eleanor Knoton,Yen,8.4
314,Better Than Chocolate,22-06-1959,22-06-1959,144,China,German,DabZ,Action,Steward Plaistowe,Yuan Renminbi,1.1
315,Stuart Little 3: Call of the Wild,11-06-1949,06-11-1949,141,Sweden,French,LiveZ,Horror,Krishnah Bondy,Krona,4
316,Laura,22-09-1949,22-09-1949,282,Russia,German,Oyoyo,Action,Lexine Death,Ruble,3
317,Dragon Hunter,07-06-1960,06-07-1960,295,Dominican Republic,Chinese,Avavee,Romance,Gilli Guilder,Peso,4.6
318,Mary,12-07-1987,07-12-1987,118,France,English,Yakidoo,Horror,Godard O'Kuddyhy,Euro,9.8
319,Saved!,26-03-2008,26-03-2008,157,Indonesia,English,Linkbuzz,Comedy,Orion Jedrzaszkiewicz,Rupiah,9.1
320,Chori Chori Chupke Chupke,24-10-2022,24-10-2022,275,France,Spanish,Thoughtsphere,Comedy,Germaine Wetherhead,Euro,7.7
321,Batman Unmasked: The Psychology of the Dark Knight,19-08-1920,19-08-1920,23,Philippines,German,Chatterpoint,Drama,Merilee Mahedy,Peso,7.9
322,Evenings on a Farm near Dikanka,17-03-1929,17-03-1929,185,Australia,German,Fivechat,Romance,Courtenay Spadelli,Dollar,2.1
323,Ichi,14-11-1915,14-11-1915,143,Russia,French,Buzzbean,Comedy,Christian Mallebone,Ruble,4.4
324,Little Women,10-04-2015,04-10-2015,161,China,English,Meejo,Horror,Drake Pettegre,Yuan Renminbi,2.4
325,Man on a Mission: Richard Garriott's Road to the Stars,07-11-1955,11-07-1955,126,China,French,Quatz,Horror,Cyrill Michele,Yuan Renminbi,5.4
326,Gamera the Brave,28-08-2000,28-08-2000,284,France,French,Aibox,Action,Daffy Middlemist,Euro,2.9
327,All Superheros Must Die,17-12-1959,17-12-1959,182,France,Spanish,Leenti,Romance,Susanne Yelyashev,Euro,3
328,"Pleasure Seekers, The",04-11-1959,11-04-1959,157,Russia,English,Zoomzone,Comedy,Cris Kittley,Ruble,8.6
329,"Go-Between, The",14-10-1901,14-10-1901,59,Poland,French,Twiyo,Comedy,Carling Rickardes,Zloty,1
330,Everybody Dies But Me,11-10-1900,10-11-1900,192,Indonesia,Spanish,JumpXS,Comedy,Jenn Riddeough,Rupiah,4.5
331,Alice (Neco z Alenky),02-01-1998,01-02-1998,179,Portugal,German,Ntags,Action,Milli Sparrow,Euro,5.3
332,Miami Blues,14-06-1927,14-06-1927,245,Canada,German,Innojam,Action,Nellie Lapish,Dollar,7.4
333,Five Card Stud (a.k.a. 5 Card Stud),18-09-1993,18-09-1993,230,France,Spanish,Photobean,Comedy,Pegeen Agnew,Euro,6.9
334,"Brother's Kiss, A",30-09-1961,30-09-1961,200,Thailand,English,Fatz,Drama,Mehetabel Issit,Baht,3.9
335,Thank You for Smoking,01-09-1993,09-01-1993,112,Philippines,English,Mydo,Action,Adelbert Chattelaine,Peso,1.1
336,"Groundstar Conspiracy, The",28-01-1958,28-01-1958,252,Peru,French,Eimbee,Horror,Cristionna Feavearyear,Sol,1.2
337,Sue,03-10-1914,10-03-1914,103,Tunisia,French,Mycat,Comedy,Stearne Fearnehough,Dinar,5
338,Ween Live in Chicago,08-05-1901,05-08-1901,225,Peru,French,Riffpedia,Drama,Dyan Deeprose,Sol,3.3
339,"Eclisse, L' (Eclipse)",14-06-1993,14-06-1993,277,Russia,Chinese,Babblestorm,Horror,Hulda Colleton,Ruble,4.2
340,"Norte, El",25-06-1956,25-06-1956,141,Russia,Chinese,Jaloo,Action,Penelope Gierth,Ruble,9.3
341,Lilies of the Field,23-10-1999,23-10-1999,44,China,Spanish,Eayo,Drama,Caron Dockree,Yuan Renminbi,6
342,Istanbul,29-09-1986,29-09-1986,130,Jamaica,English,Dynava,Drama,Calypso Lammin,Dollar,7.3
343,"Where Angels Go, Trouble Follows",09-07-1987,07-09-1987,220,Indonesia,Chinese,Blognation,Drama,Kermie Matiewe,Rupiah,3.6
344,Mental,12-06-1986,06-12-1986,256,Dominican Republic,English,Kimia,Horror,Jannelle Criple,Peso,4.6
345,Un Piede in paradiso,29-05-1940,29-05-1940,300,Armenia,English,Browseblab,Comedy,Nikki Bedward,Dram,4.8
346,Adulthood,15-11-1940,15-11-1940,238,Indonesia,German,Yotz,Horror,Whitaker Crickmer,Rupiah,4.9
347,Battle Beyond the Stars,18-07-1971,18-07-1971,287,China,Chinese,Trupe,Action,Jarrid Whitehurst,Yuan Renminbi,7.3
348,Repeaters ,13-05-1915,13-05-1915,88,Ukraine,French,Jaxspan,Romance,Kimberley Baughn,Hryvnia,3.6
349,"Bridge, The (Br?¨cke, Die)",10-07-1933,07-10-1933,174,Russia,German,Fliptune,Drama,Antonio Simmins,Ruble,2.4
350,"Wedding in Blood (Noces rouges, Les)",25-01-1987,25-01-1987,232,Brazil,English,Zooxo,Romance,Dedie Teek,Real,3.9
351,Something Borrowed,19-08-1910,19-08-1910,82,China,Chinese,Oyonder,Romance,Hilliary de Grey,Yuan Renminbi,4.8
352,Happy Gilmore,03-02-1997,02-03-1997,253,China,Chinese,Buzzshare,Comedy,Liuka Oleszczak,Yuan Renminbi,6.6
353,"Devil and Daniel Johnston, The",29-02-1916,29-02-1916,16,China,Chinese,Zoomlounge,Romance,Vasilis Collingdon,Yuan Renminbi,1.5
354,Household Saints,15-04-1912,15-04-1912,266,China,English,Myworks,Drama,Minetta Murtell,Yuan Renminbi,5.9
355,Animated Motion: Part 5,17-10-1938,17-10-1938,102,Greece,English,Skimia,Horror,Jacqui Bubbins,Euro,2.9
356,Tracy Morgan: Black and Blue,26-09-1984,26-09-1984,136,United States,French,Eidel,Horror,Tirrell Levene,Dollar,5.9
357,Sinbad: The Fifth Voyage,16-10-1984,16-10-1984,150,Chad,English,Twinder,Drama,Claribel Getsham,Franc,8.5
358,The Last Journey,02-10-1905,10-02-1905,120,China,German,Shuffledrive,Comedy,Cymbre Doumerque,Yuan Renminbi,6.4
359,"Love and Anarchy (Film d'amore e d'anarchia, ovvero 'stamattina alle 10 in via dei Fiori nella nota casa di tolleranza...')",19-04-1985,19-04-1985,235,Canada,German,Riffwire,Horror,Fin Benninger,Dollar,4.2
360,Atrocious,24-10-1926,24-10-1926,72,Indonesia,French,Vidoo,Horror,Trudy Sheircliffe,Rupiah,5.6
361,Pumpkin,25-05-1949,25-05-1949,18,China,Chinese,Quamba,Drama,Cheslie Wrennall,Yuan Renminbi,1.8
362,Gulliver's Travels,24-08-2008,24-08-2008,204,Uzbekistan,English,Kare,Drama,Abbe Baudouin,Som,5.6
363,Someone's Watching Me!,09-10-1944,10-09-1944,90,China,Spanish,Npath,Romance,Carmelia Klousner,Yuan Renminbi,3.7
364,"Windmill Movie, The",24-04-1959,24-04-1959,33,Canada,German,Layo,Drama,Aland Pruce,Dollar,1.5
365,"Woman in Red, The",04-04-1976,04-04-1976,50,France,German,Abata,Horror,Gerik Chipp,Euro,4.6
366,Jack Reacher,17-02-1985,17-02-1985,253,Indonesia,French,Browsecat,Drama,Hermann Commuzzo,Rupiah,8.5
367,Bad Boys II,25-03-1930,25-03-1930,163,United Kingdom,German,Agimba,Romance,Birgit Edensor,Pound,5.5
368,Balzac and the Little Chinese Seamstress (Xiao cai feng),14-10-2017,14-10-2017,64,United States,German,Tagfeed,Comedy,Laurette Raunds,Dollar,1.5
369,Bionicle 2: Legends of Metru Nui,04-05-1918,05-04-1918,109,Finland,Spanish,Eidel,Comedy,Heath Pawlicki,Euro,9.1
370,Flirt,31-05-1908,31-05-1908,10,Russia,French,Skipfire,Action,Noach Graundisson,Ruble,2.9
371,Don McKay,18-11-1944,18-11-1944,150,Comoros,French,Skiptube,Action,Aurore Von Salzberg,Franc,8.1
372,"She No Longer Talks, She Shoots",28-08-1973,28-08-1973,67,Belarus,German,Yacero,Romance,Christian Gumby,Ruble,4.5
373,Empire of Dreams: The Story of the 'Star Wars' Trilogy,25-10-2010,25-10-2010,138,France,English,Jaxnation,Comedy,Wilek Prettyman,Euro,5.6
374,Mad Dogs & Englishmen,12-01-2021,01-12-2021,130,China,Chinese,Quamba,Romance,Johny Dockerty,Yuan Renminbi,5
375,Crime Spree,19-07-1905,19-07-1905,163,Ukraine,German,Thoughtsphere,Romance,Francene Heazel,Hryvnia,6.7
376,Edges of the Lord,05-08-1910,08-05-1910,228,Vietnam,German,Edgepulse,Comedy,Nonah Ruzic,Dong,1.7
377,Cannibal Holocaust,31-01-1976,31-01-1976,117,Philippines,German,Voonyx,Comedy,Debi Baldack,Peso,9.5
378,Mad Love,21-06-2012,21-06-2012,31,China,Chinese,Podcat,Horror,Noel Vasse,Yuan Renminbi,7.4
379,Great Expectations,07-02-1904,02-07-1904,232,Sweden,French,Vitz,Horror,Gaston Grece,Krona,2
380,Brokeback Mountain,27-02-1998,27-02-1998,74,Madagascar,Spanish,Jatri,Comedy,Steffane Bartoszewski,Ariary,5.9
381,"Century of Cinema, A",10-09-1978,09-10-1978,31,United States,French,Zoombox,Action,Edgard Orgen,Dollar,3.4
382,"Great Sinner, The",02-08-1944,08-02-1944,160,Japan,German,Browsezoom,Horror,Cherice Wiffler,Yen,4.8
383,Dead Man's Burden,29-03-2015,29-03-2015,26,Venezuela,Spanish,Realpoint,Comedy,Kelsy Sammars,Bolivar,8.4
384,Tatie Danielle,16-02-1932,16-02-1932,41,Greece,Spanish,Eadel,Action,Brigham Routhorn,Euro,1.4
385,Innocent Blood,30-11-1910,30-11-1910,122,China,Spanish,Realbridge,Comedy,Ashlee Boni,Yuan Renminbi,3.2
386,Charlie Countryman,11-05-1985,05-11-1985,32,China,English,Zoonoodle,Drama,Lauren Rodrigo,Yuan Renminbi,7.5
387,Ong-Bak 2: The Beginning (Ong Bak 2),02-10-1956,10-02-1956,59,Indonesia,German,Photojam,Comedy,Nowell Shevill,Rupiah,4.6
388,"Fearless Hyena, The (Xiao quan guai zhao)",05-12-1987,12-05-1987,206,China,Chinese,Browseblab,Romance,Filip Askie,Yuan Renminbi,3.9
389,Adopted,25-07-1992,25-07-1992,282,Togo,Chinese,Skiptube,Romance,Portie Winstanley,Franc,4.1
390,Sphere,02-02-1963,02-02-1963,261,Malta,Chinese,Innotype,Action,Tessi Mapledorum,Euro,8.8
391,Night Train,17-09-2006,17-09-2006,11,China,Spanish,Browsezoom,Drama,Rudolf Tidcomb,Yuan Renminbi,9.6
392,Sick Girl,21-10-1982,21-10-1982,240,Indonesia,English,Voolia,Drama,Kirby Attenbrough,Rupiah,2.4
393,All the Light in the Sky,09-08-1987,08-09-1987,7,France,French,Mynte,Romance,Pace Winscom,Euro,8.3
394,Castle Keep,21-11-1975,21-11-1975,242,United Kingdom,German,Skipstorm,Drama,Kamilah Fullwood,Pound,8.8
395,Family Tree (L'arbre et la for?¶t),15-07-1900,15-07-1900,219,Albania,Spanish,Demizz,Comedy,George Kuhlen,Lek,2.1
396,Pinocchio and the Emperor of the Night,05-09-1933,09-05-1933,194,Ukraine,Spanish,Kwinu,Romance,Ewart Emig,Hryvnia,5
397,"Bourne Identity, The",31-08-1949,31-08-1949,178,Brazil,English,Dabtype,Romance,Marlo Jelfs,Real,4.3
398,Comet,13-03-1940,13-03-1940,209,China,German,Livefish,Horror,Sandie Corcoran,Yuan Renminbi,5.7
399,Critters,23-02-1951,23-02-1951,240,Finland,Chinese,Skinte,Action,Ted Bretton,Euro,9.7
400,Piranha (Piranha 3D),24-01-2019,24-01-2019,262,Indonesia,English,Wikizz,Romance,Berkley Lucken,Rupiah,4.4
401,The Incite Mill - 7 Day Death Game,02-11-1992,11-02-1992,94,Peru,Chinese,Photospace,Comedy,Giana Dowrey,Sol,3.1
402,Cameraman: The Life and Work of Jack Cardiff,19-07-2018,19-07-2018,119,Indonesia,French,Meezzy,Comedy,Valida Jupp,Rupiah,6.7
403,Penda's Fen,21-05-1991,21-05-1991,67,China,French,Izio,Romance,Myranda Cullabine,Yuan Renminbi,9.9
404,3 Needles,17-03-2005,17-03-2005,201,Tunisia,Chinese,Twinte,Action,Reinaldos Yankishin,Dinar,2.5
405,Yamla Pagla Deewana 2,18-08-2019,18-08-2019,214,Madagascar,Chinese,Eamia,Horror,Philis Van Son,Ariary,3.3
406,Restless Natives,05-09-2005,09-05-2005,270,Portugal,Spanish,Fiveclub,Horror,Claudette Redmayne,Euro,6
407,Roseland,14-02-1966,14-02-1966,118,China,Chinese,Wikibox,Horror,Beale Chester,Yuan Renminbi,1.4
408,"Hedgehog, The (Le h??risson)",27-10-2006,27-10-2006,131,Ukraine,German,Oba,Drama,Joshia Carnew,Hryvnia,6.1
409,Undertaking Betty (Plots with a View),02-09-1945,09-02-1945,272,Honduras,French,Babbleblab,Action,Pepe Pinar,Lempira,7.4
410,Fulltime Killer (Chuen jik sat sau),13-05-2018,13-05-2018,194,Brazil,English,Yombu,Romance,Golda Alliott,Real,6.5
411,"Adventures of Prince Achmed, The (Abenteuer des Prinzen Achmed, Die)",23-03-1973,23-03-1973,121,Greece,Spanish,Tekfly,Horror,Kaitlin Eyckelberg,Euro,8.1
412,Man of a Thousand Faces,27-04-1931,27-04-1931,115,Ukraine,German,Innotype,Action,Hastings Kedge,Hryvnia,3.4
413,"Wedding Night, The",07-08-1960,08-07-1960,23,Peru,French,Brainlounge,Romance,Dory Szimoni,Sol,4.7
414,Foxes,19-12-1907,19-12-1907,31,China,English,Digitube,Romance,Dita Donnachie,Yuan Renminbi,5.9
415,"White Sheik, The (Sceicco bianco, Lo)",06-05-1939,05-06-1939,276,Philippines,German,Fanoodle,Action,Bibi de Courcey,Peso,9
